Song,Artist,Album,Cover,Duration,Bitrate,Popularity,MV Link,Paid,Release Date
英雄之火+不灭火 (Live),潘玮柏 / G.E.M.邓紫棋 / MC HotDog 热狗 / 张震岳,中国新说唱 第13期,http://p2.music.126.net/WlkSXIjLZcenMU1g0anGeg==/109951163589728383.jpg,5:52,1055 kbps,90,,是,2018-10-06
死了都要爱 (Live),G.E.M.邓紫棋 / 潘玮柏,中国新说唱 第4期,http://p2.music.126.net/HXcjOs84rrn8olYNylT8ZQ==/109951163441260592.jpg,3:12,1008 kbps,95,,是,2018-08-04
一事无成,周柏豪 / 郑融,Continue,http://p1.music.126.net/z2FEu3ltoK-gynvIYtxYZw==/109951169009528685.jpg,3:10,848 kbps,100,,是,2012-07-09
爱得起,钟嘉欣 / 郑融,My Love Story,http://p1.music.126.net/Z9OuEHvQAY4-KVffRVtXBg==/109951165073615073.jpg,4:13,962 kbps,100,,是,2009-11-12
Vois sur ton chemin,Bruno Coulais / Les Petits Chanteurs De Saint Marc,Les Choristes (Bande originale du film),http://p1.music.126.net/dmZVCcr-m9byx7SfUtcK8g==/109951168495637725.jpg,2:19,728 kbps,100,,是,2004-03-17
13楼的大笨象,郑融,13楼的大笨象,http://p2.music.126.net/_The_znfWbZi8_wwNhqFzg==/109951164078434177.jpg,4:53,1147 kbps,100,,是,2019-02-15
与泪抱拥,陈慧娴,陈慧娴金曲精选26首,http://p2.music.126.net/hPoSYFGVAfYjV3JiSObglQ==/109951163637041877.jpg,4:30,1586 kbps,95,,是,1993-03-02
讲不出再见 (live),谭咏麟 / 陈慧娴,声生不息·大湾区季 第1期,http://p2.music.126.net/Ss7VQR0-vA9A5Z1f_XvvIQ==/109951170201253204.jpg,4:46,915 kbps,95,,是,未知日期
Car Park,Fenne Lily,Car Park,http://p1.music.126.net/35Er2ObkosLtMW0cuu8jBg==/109951165404173469.jpg,2:53,1502 kbps,100,,是,2018-03-28
If I Had The Heart For Chasing,Yumi Zouma,Present Tense,http://p2.music.126.net/_BQlIJEW0HH9Brn_9-CqYw==/109951167180059458.jpg,3:28,1551 kbps,35,,是,2022-03-18
One Vision,谷本貴義,DIGIMON HISTORY 1999-2006 All The Best,http://p1.music.126.net/o8ZfncjFF5frq8Q8iJJ9QQ==/2321069046256264.jpg,4:10,1052 kbps,90,,否,2010-01-01
ビターバカンス,Mrs. GREEN APPLE,ビターバカンス,http://p2.music.126.net/6yozk8Sp0h83XhN8jLY_OQ==/109951170198893921.jpg,3:18,1062 kbps,80,,是,2024-11-29
0001,澤野弘之,機動戦士ガンダムUC オリジナルサウンドトラック2,http://p2.music.126.net/WJuISLJN7LdDTMbAblKSUQ==/109951165178151043.jpg,3:14,655 kbps,100,,是,2011-11-09
Ответа Нет /No Answer,Molchat Doma,Монумент,http://p1.music.126.net/6A49vTxnstYPqHXHjS81rA==/109951165258245092.jpg,4:02,1513 kbps,40,,是,2020-11-13
MINEVA (LIVE),澤野弘之,機動戦士ガンダムUC オリジナルサウンドトラック3,http://p1.music.126.net/LVIOBS1M6ZLO_7DpThUFDQ==/2526677720646155.jpg,2:05,946 kbps,20,https://music.163.com/mv?id=5436355,否,2012-05-09
Mineva,澤野弘之,機動戦士ガンダムUC オリジナル・サウンドトラック,http://p2.music.126.net/z7Mk6Au_otaoWozoM-t62w==/2402432906715323.jpg,2:05,918 kbps,25,,是,2010-03-10
After a Moment,She Her Her Hers,After a Moment,http://p1.music.126.net/TuE7SjyqcrgGOJJc5gQtvg==/109951166563175261.jpg,3:13,798 kbps,85,,是,未知日期
Dearest Dinosaur,She Her Her Hers,location,http://p1.music.126.net/_dOB2qcmlOABN2fwo0a-Cw==/109951164483665299.jpg,4:48,867 kbps,85,,是,2019-11-13
Follow,Survive Said The Prophet,FIXED,http://p2.music.126.net/HJIoN1EzudRkJoapgJYlAw==/109951169169456595.jpg,3:52,1636 kbps,55,https://music.163.com/mv?id=14422595,是,2016-10-05
Rest Assured (feat. PRVDNT),Jeff Bernat / Albert Posis / Jesse Barrera / PRVDNT,Rest Assured (feat. PRVDNT),http://p1.music.126.net/_ur4nxs-st0usPaTTTUtUw==/109951167322991697.jpg,3:32,847 kbps,100,,是,2022-05-20
you look like you love me,Ella Langley / Riley Green,you look like you love me,http://p1.music.126.net/g14MLQTOwo6kUMBGYrgo4A==/109951169696176942.jpg,3:44,1601 kbps,90,https://music.163.com/mv?id=22611657,是,2024-06-21
明日晴れるかな,桑田佳祐,I LOVE YOU -now & forever-,http://p2.music.126.net/GoJ3WSnbjin4ZhBP4b2Ctw==/2457408488104993.jpg,5:13,942 kbps,70,https://music.163.com/mv?id=5330887,否,2012-07-18
Sisyphus,Andrew Bird,Festival Music 2023,http://p2.music.126.net/iTXTGuAueC8FrF8JOjZzDQ==/109951168709214351.jpg,4:07,893 kbps,25,,是,2023-07-01
めぐり逢えたら,今井美樹,Pearl,http://p2.music.126.net/M8nimphdr6XXFdzSWWjZJQ==/109951166337261083.jpg,4:31,951 kbps,25,,是,2002-07-17
够爱,曾沛慈,强辩之终极三国(三团鼎立SUPER大斗阵),http://p1.music.126.net/B4xe2G5caKAeSg2kgzJGbg==/109951168163464107.jpg,4:51,989 kbps,100,,是,2009-04-03
風のPAVEMENT,米光美保,From My Heart,http://p1.music.126.net/JLUfHWlufKP3paLYE5RKcw==/109951166202876096.jpg,4:53,1755 kbps,80,,是,2014-06-18
葡萄成熟时 (Live),陈奕迅,Get A Life (Live),http://p2.music.126.net/hHm8OI-7jXXH2TlAIpf1LQ==/109951170541171178.jpg,4:44,1528 kbps,95,https://music.163.com/mv?id=14264612,是,2006-04-20
Reminiscence,Ólafur Arnalds / Alice Sara Ott,The Chopin Project,http://p1.music.126.net/btveSr3LvCYRkKUUldxHzw==/109951169029899832.jpg,4:28,705 kbps,60,,是,2015-03-13
Nocturne in C Sharp Minor,Ólafur Arnalds / Alice Sara Ott / Mari Samuelsen,The Chopin Project,http://p1.music.126.net/btveSr3LvCYRkKUUldxHzw==/109951169029899832.jpg,4:24,692 kbps,15,,是,2015-03-16
Nocturne in G Minor,Ólafur Arnalds / Alice Sara Ott,The Chopin Project,http://p1.music.126.net/btveSr3LvCYRkKUUldxHzw==/109951169029899832.jpg,3:01,496 kbps,10,https://music.163.com/mv?id=5354119,是,2015-03-13
A Part Of Me (feat. Laura Whiteside),Neck Deep,Rain In July / A History Of Bad Decisions,http://p1.music.126.net/AqLSF-2G1bvFIimdrX20fw==/109951163661367661.jpg,3:09,1012 kbps,25,,是,2014-06-17
The Grand Delusion,Neck Deep,The Peace And The Panic,http://p2.music.126.net/RsPvmBX4O9lXBYsQYyIYwQ==/109951163689047471.jpg,3:27,1016 kbps,25,,是,2017-08-18
Sick Joke,Neck Deep,All Distortions Are Intentional,http://p1.music.126.net/2NZl38XseQE39UGCpJoClg==/109951164987595821.jpg,3:47,2556 kbps,60,https://music.163.com/mv?id=10948430,是,2020-07-24
NIGHT WALKER,松任谷由実,REINCARNATION,http://p1.music.126.net/HFUj0mfUZ6khaprfKsdLAg==/109951165694374175.jpg,5:04,1575 kbps,55,,是,1983-02-21
YOSEMITE,Travis Scott,ASTROWORLD,http://p1.music.126.net/hFKgE1OcyvibwrtLJuZQ1w==/109951165984655844.jpg,2:30,1590 kbps,100,https://music.163.com/mv?id=10782189,是,2018-08-03
Top of My Game,Lil Tjay,True 2 Myself,http://p1.music.126.net/K_sLHln2UWA6jhb0ydYkog==/109951168957887640.jpg,2:27,1486 kbps,100,https://music.163.com/mv?id=14409767,是,2019-10-11
Mobile Suit Gundam Iron-Blooded Orphans Urdr-Hunt,横山克,『機動戦士ガンダム 鉄血のオルフェンズ ウルズハント』オリジナルサウンドトラック,http://p1.music.126.net/pvrkmfHjQlIcydsYZq-24Q==/109951168259038475.jpg,1:56,914 kbps,50,,是,2023-01-25
SUNSET BEACH,飯島真理,超時空要塞マクロス 飯島真理SONGメモリー ~ミンメイ SINGS FOR YOU~,http://p1.music.126.net/pzgVGMbFSv7wuGyMuCzMtg==/938982930145678.jpg,3:33,933 kbps,25,,否,1986-10-21
Number One - Bankai,鷺巣詩郎 / Hazel Fernandes,Number One - Bankai,http://p1.music.126.net/3xcB1XwqY05Qo9NhtDpADw==/109951168108083106.jpg,4:36,1702 kbps,100,,是,2022-12-14
World Goes Round,岩崎太整 / 二宮愛,Blood Blockade Battlefront (Original Series Sountrack),http://p1.music.126.net/e6tUbI8NH90AsCnBmujzcQ==/109951164886046800.jpg,3:18,1071 kbps,95,,是,2016-08-16
終わりなき軌跡 ～記憶幻想 アレクサンドリア～,祖堅正慶 / 砂川翔也,FINAL FANTASY XIV: DAWNTRAIL - EP,http://p1.music.126.net/2ClCtmuOn4YE7qni4sPaKA==/109951169929252249.jpg,6:42,889 kbps,75,,否,未知日期
あんたなんて。,りりあ。,あんたなんて。,http://p2.music.126.net/5ZS8ILzvtkcWCHMNSsPE5A==/109951169992251654.jpg,4:01,959 kbps,95,https://music.163.com/mv?id=22627214,是,2024-10-13
逢いたくていま,MISIA,逢いたくていま,http://p1.music.126.net/DFp0iTwfK0_O0Q_IAJldIA==/109951166200107611.jpg,6:01,1666 kbps,90,https://music.163.com/mv?id=331139,是,2009-11-18
M,Princess Princess,DIAMONDS (ダイアモンド),http://p1.music.126.net/JU9MGbtTwEi1XSdmb4k16A==/109951169997812069.jpg,4:35,1554 kbps,65,https://music.163.com/mv?id=14425240,是,1989-04-20
Get Wild Continual,TM NETWORK,Get Wild Continual,http://p1.music.126.net/BJ_MQ-9mdLO20ljGCQwuyg==/109951169467840954.jpg,5:05,1794 kbps,25,,是,2024-04-21
目覚めた朝は・・・,ZARD,マイ フレンド,http://p1.music.126.net/lO51gGUvDVohtXjIkPQE9g==/109951169528420646.jpg,4:08,1053 kbps,55,https://music.163.com/mv?id=5496587,是,1996-01-08
夏色片想い,菊池桃子,菊池桃子スペシャル・セレクションI,http://p2.music.126.net/g04nKoMF8VMnXpmxbq8IgQ==/109951169447567046.jpg,3:58,977 kbps,95,,是,1993-11-01
謎,小松未歩,謎,http://p2.music.126.net/_d4ENlKSy-x4DqtFQWWNSQ==/109951169510718358.jpg,4:36,1027 kbps,90,,是,1997-05-28
愛は勝つ,KAN,野球選手が夢だった,http://p2.music.126.net/TIWRP27-OaRqTDV4nL5CyA==/109951170008962169.jpg,4:07,997 kbps,80,,是,2011-01-26
"City Pop Type Beat ""Sakura""",Scorpion,"City Pop Type Beat ""Sakura""",http://p2.music.126.net/FmXTPwab4kmTVtKazBnxMQ==/109951168319414137.jpg,3:20,1550 kbps,90,,否,未知日期
CAT'S EYE,杏里,Timely!!,http://p2.music.126.net/9N2pwvhlXaCdg4HyxIHUJw==/109951164975140519.jpg,3:09,2547 kbps,70,,是,1983-12-05
Groovy!,広瀬香美,カードキャプターさくら オリジナル・サウンドトラック2,http://p2.music.126.net/WJvcgE_9nNizzGUgctazrg==/6053911023211377.jpg,4:26,954 kbps,95,,否,1998-12-19
Nothing's Gonna Change My Love for You,George Benson,20/20,http://p2.music.126.net/tds001mQz4CkkGajAzh1IQ==/109951163903775215.jpg,4:02,1635 kbps,100,,是,1984-02-14
デリンジャー,刀根麻理子,CAT'S EYE Soundtrack II,http://p1.music.126.net/7A4h9AhRhZ_rhiUI40MyRA==/3246857837548349.jpg,4:04,984 kbps,90,https://music.163.com/mv?id=5496667,是,1985-12-01
Call of Silence,Noriチャ,进击的巨人（重制版）,http://p1.music.126.net/vqAD3E9sCjI4iuiSR6ihJw==/109951167500547165.jpg,3:30,632 kbps,40,,否,未知日期
Falling Behind,Laufey,Falling Behind,http://p1.music.126.net/Uorg6tU7tq0xDXpC3h6oMg==/109951168662849128.jpg,2:53,649 kbps,100,https://music.163.com/mv?id=14553240,是,2022-08-11
Love to Keep Me Warm,Laufey / dodie,A Very Laufey Holiday,http://p2.music.126.net/lFobT4zi6zmlAXUTlXauFg==/109951168009619647.jpg,2:38,735 kbps,95,,是,2022-11-11
Santa Baby,Laufey,A Very Laufey Holiday,http://p2.music.126.net/h4P-QqFY1k9RBu1pXq2jjg==/109951170123128660.jpg,3:02,1550 kbps,80,https://music.163.com/mv?id=22631248,是,2024-11-01
I Wish You Love,Laufey,Typical of Me EP,http://p2.music.126.net/NrEimvTVSiDpkD_IlJA2IA==/109951167924360100.jpg,2:35,826 kbps,95,,是,2021-04-30
From The Start,Laufey,From The Start,http://p1.music.126.net/V8Qkc44CIt5CoVjw6MdiMg==/109951168609507265.jpg,2:49,929 kbps,100,https://music.163.com/mv?id=14630225,是,2023-05-11
想你 (我和你的关系),董唧唧 / 何村猪,想你,http://p2.music.126.net/tbONLs8n2NgEoha7kmFWmA==/109951170144470387.jpg,3:59,1020 kbps,100,,是,未知日期
还是会想你,林达浪 / h3R3,还是会想你,http://p2.music.126.net/9FhSEQtMhP-JP3_U84YfWQ==/109951165798773745.jpg,3:10,1023 kbps,100,https://music.163.com/mv?id=14486290,是,2021-03-14
离别开出花,就是南方凯,离别开出花,http://p1.music.126.net/MgrERz_auwIi5Km64TxwjQ==/109951169154658797.jpg,3:50,1721 kbps,100,,是,2023-07-10
若月亮没来 (Live版),杨宗纬 / 宝石Gem / 王宇宙Leto,天赐的声音第五季 第5期,http://p2.music.126.net/4iTkYFSI2ILuXnv9yBgSnw==/109951169617468185.jpg,4:11,917 kbps,100,,是,2024-05-24
Ozora Crystal,Michita,Sir-Etok Ice Floatin',http://p2.music.126.net/6r1iU1USAgcU5z_iEHwdMw==/5667982441251384.jpg,5:03,1559 kbps,100,,否,2013-06-26
Let's Play,Dabeull / Holybrune / Dezzy Hollow,Analog Love,http://p2.music.126.net/p0GU7FMa9z4Pozm1Ok_0hA==/109951169336421922.jpg,4:04,910 kbps,100,,是,2024-04-12
Rainy Blue,徳永英明,TOKYO - RAINING -,http://p2.music.126.net/1vNRZi6JhHzcyV95MF43CQ==/109951167969895471.jpg,4:21,865 kbps,85,,是,2022-05-25
The Sorcerer,Cory Wong / Metropole Orkest / Jules Buckley,Starship Syncopation,http://p1.music.126.net/etPwquMu4N89nJO30HNqjQ==/109951169743118275.jpg,4:13,889 kbps,100,,是,2024-07-26
A Summer Place,Hollywood Strings Orchestra,Instrumental Music Ballroom Dance,http://p1.music.126.net/nNqkwsb3CtCunOkHzIx2KQ==/109951167033711194.jpg,2:16,1004 kbps,90,,是,2022-02-10
small world,関取花,THE,http://p2.music.126.net/4jDE-eskvkjiUDbo-l1Jvw==/109951170965319901.jpg,3:50,1589 kbps,80,,是,2010-07-21
The job song,贝卡,The job song,http://p1.music.126.net/DWcEDW0tTsI1uZgOR3i1rA==/109951167873098238.jpg,2:51,1020 kbps,100,,是,2022-09-12
漫步香港1999,布鲁昔,漫步香港1999,http://p1.music.126.net/FJ90LTleuUHa6ZYIaYKdnQ==/109951169811930716.jpg,3:41,990 kbps,100,,是,未知日期
「新世紀エヴァンゲリオン」~FLY ME TO THE MOON,CLAIRE,スターチャイルドSELECTION音楽編 (TV作品集),http://p1.music.126.net/xCk0Y3GB3h3ennpo3WuC_Q==/7863707161991707.jpg,4:33,847 kbps,80,,否,2000-01-28
Photograph / Clair de Lune,Cody Fry,Photograph,http://p2.music.126.net/yifqRbTykL0NklJUgn38cQ==/109951168298907251.jpg,5:31,666 kbps,95,,是,2023-02-10
Heal the World,Michael Jackson,"HIStory: Past, Present and Future, Book I",http://p1.music.126.net/GtZLLolNwCn07Ke-HZxX1Q==/109951165994661423.jpg,6:24,925 kbps,100,https://music.163.com/mv?id=14448919,是,1991-11-26
すずめ feat.十明,RADWIMPS / 十明,すずめ feat.十明,http://p2.music.126.net/jHIFF-TBXfG3hbh4IOnudQ==/109951167911814845.jpg,3:56,875 kbps,100,,是,2022-09-30
NEW ERA,十明,NEW ERA,http://p1.music.126.net/Lw9ERU4CLH9HmIDnLxqsWg==/109951169527487695.jpg,3:06,1024 kbps,100,https://music.163.com/mv?id=14719943,是,2024-04-24
Formula 1 Theme,Brian Tyler,Formula 1 Theme,http://p2.music.126.net/AwKJhz8hAeIgXf1-hfbyQg==/109951164952881338.jpg,3:14,947 kbps,95,https://music.163.com/mv?id=5888027,是,2018-03-17
ばかみたい [Taxi Driver Edition],黒田崇矢,桐生BEST -龍が如く 桐生一馬 KARAOKE ALL TIME BEST COLLECTION-,http://p1.music.126.net/AvSeE7O2-u6ylJg-SRIZQQ==/109951164432568795.jpg,4:51,908 kbps,75,,否,未知日期
This is my trial-私の試練-,山口百恵,This is my trial,http://p2.music.126.net/T_2ks6flppoi6HLBtcnCBg==/802643488276771.jpg,5:39,935 kbps,75,,否,1993-06-21
Boogie-Woogie Lonesome High-Heel,今井美樹,Ivory,http://p2.music.126.net/nrriNgkfCVNGv3MyMHY5rg==/109951164974686181.jpg,4:02,2419 kbps,20,,是,1989-12-06
接吻 (feat. ひかり & MELRAW),Tokimeki Records / ひかり / MELRAW,接吻 (feat. ひかり & MELRAW),http://p1.music.126.net/T07Inyd_4dOXiVx-7QDYXw==/109951167970814075.jpg,4:45,1055 kbps,90,,是,2022-11-09
SO LONG,中森明菜,BITTER AND SWEET,http://p1.music.126.net/1Wd9QC_y_37fN1gXhj9VfA==/808141046439443.jpg,4:58,931 kbps,75,,否,1985-04-03
いとしのエリー,サザンオールスターズ,バラッド '77〜'82,http://p2.music.126.net/D9NpwVN_SjQtyqsbbZ2sWA==/633318697620200.jpg,4:25,808 kbps,70,,否,1979-04-05
哈基米大冒险,芸风墨客,哈基米大冒险,http://p1.music.126.net/J1NNbMH42fOKIkxESn9S1g==/109951169914898752.jpg,3:15,869 kbps,90,,否,未知日期
Today is another day,ZARD,TODAY IS ANOTHER DAY,http://p1.music.126.net/dgj3n0AizX18c8gz75iuhg==/109951169528415732.jpg,5:15,1023 kbps,90,https://music.163.com/mv?id=5469787,是,1996-07-08
SWEET DIARY,早見優,WHO'S GONNA COME?,http://p1.music.126.net/FT8Q0AbWI4DRoGVlfRbbsw==/109951168661960755.jpg,4:11,933 kbps,80,,是,1987-08-04
Twilight Bay City,杉山清貴＆オメガトライブ,NEVER ENDING SUMMER,http://p1.music.126.net/C_vTXp7u9KTRrx7BQaHFiA==/109951169932493852.jpg,4:10,1629 kbps,20,,是,1984-12-21
Be What You Wanna Be,Darin,The Collection,http://p2.music.126.net/blbfpiZ67zJG191KGKVYbA==/109951165967482085.jpg,3:30,1697 kbps,100,,是,2012-11-05
You are Free,CHAGE and ASKA,Super Best Box; Single History 1979-1994 and Snow Mail,http://p2.music.126.net/qgrDS1MJquXYzYc5FSNQ1g==/609129441810694.jpg,6:15,982 kbps,60,,否,1994-12-16
サボテンの花,財津和夫,Kazuo Zaitsu no Kyokutachi I ~Kyuukyoku! Kazuo Zaitsu no Meikyoku koko ni Shuuketsu!! Solo Best~,http://p1.music.126.net/C4Bd3U8NmPn43z11UrjHHQ==/925788790612404.jpg,4:44,1027 kbps,85,,否,2009-12-16
ラブ・ストーリーは突然に,小田和正,あの日 あの時,http://p2.music.126.net/BwvRPgzjBm65ipWNsOpqbw==/109951166198221057.jpg,4:57,1691 kbps,100,,是,2016-04-20
ハーフムーン・セレナーデ,河合奈保子,私が好きな河合奈保子,http://p1.music.126.net/IOV21Cy5FVyGr5v0rRdu6A==/109951163968457431.jpg,5:32,883 kbps,95,,是,1986-11-26
君を覚えていたい,nayuta,颯と楓,http://p2.music.126.net/e9mBb6pL1kcvvpsFXrQK4w==/109951168625025380.jpg,4:07,938 kbps,15,,是,2023-04-30
ゼリー,UA,11,http://p1.music.126.net/ADwCcp6D-rgPv_2YoSPf8A==/109951167357616030.jpg,5:20,825 kbps,10,,是,1996-10-23
夜色,玉置浩二,惠威试音碟人声,http://p2.music.126.net/Meqb0DWlDlEJGDpknm_wsA==/902699046404401.jpg,5:13,672 kbps,95,,否,2005-01-01
愛をこめて花束を,Superfly,Superfly BEST,http://p1.music.126.net/SXjxNrZhrgQR03Cb5dMcWw==/5647091720367651.jpg,4:55,1016 kbps,10,,是,2013-09-25
白い恋人達,桑田佳祐,I LOVE YOU -now & forever-,http://p2.music.126.net/GoJ3WSnbjin4ZhBP4b2Ctw==/2457408488104993.jpg,4:39,1023 kbps,75,,否,2012-07-18
錆びついたマシンガンで今を撃ち抜こう,WANDS,AWAKE,http://p1.music.126.net/GnfT1H-FQ7wi9R4__rbHfg==/109951169528460423.jpg,4:42,1045 kbps,15,,是,1999-05-05
恋は誰もいない,坂本愛江,「機動戦士ガンダム サンダーボルト」オリジナル・サウンドトラック2,http://p2.music.126.net/KehVB9g9-A25-lDxWBp4uw==/109951165348507900.jpg,3:44,952 kbps,25,,是,2017-11-15
明日の约束,Beyond,遥かなる梦 Beyond 1992-1995,http://p1.music.126.net/9x-3SwErafms6thylTWIIg==/109951169581342363.jpg,4:42,941 kbps,30,,否,1995-05-01
少年時代,井上陽水,少年時代,http://p2.music.126.net/zQF_AMcgVqt4gTzU0JuVUw==/109951169721465378.jpg,3:21,866 kbps,60,,否,2008-07-16
BEYOND THE TIME ~Over the Moebius skies~,LUNA SEA,機動戦士ガンダム 40th Anniversary Album ～BEYOND～,http://p1.music.126.net/7_GVB8qrE2AEv1JN7wMxvQ==/109951164966499194.jpg,5:13,1017 kbps,25,,是,2020-04-29
等,陈百强,离不开… 陈百强纪念歌集80-93,http://p2.music.126.net/uv1C3qtrIkC9DJXuyCYCBA==/109951169052560236.jpg,3:50,1543 kbps,100,,是,1985-01-08
mabataki,Vaundy,mabataki,http://p2.music.126.net/TR5pM0sj2jJQYc0iSYNh7w==/109951168916969379.jpg,4:03,995 kbps,100,https://music.163.com/mv?id=14624657,是,2022-09-10
負けないで,ZARD,ZARD Forever Best ～25th Anniversary～,http://p1.music.126.net/LtcLjcE3qdFPTsgvsemuIA==/109951169528132965.jpg,3:46,1066 kbps,95,https://music.163.com/mv?id=5268200,是,2016-02-16
Camellia (Feat. STARRYSKY),Corners Groove / Starrysky,Events (Goddess of Victory: NIKKE Original Soundtrack),http://p1.music.126.net/zh2cSisl2CyxOm4X763LzQ==/109951169748877735.jpg,3:10,1032 kbps,75,,否,未知日期
Komm Süsser Tod,Juliana Chahayed,The End Of Evangelion,http://p1.music.126.net/Om8dxGjHn3loKfiRCw71mw==/109951167909780219.jpg,3:32,560 kbps,70,,否,2020-12-29
君たちキウイ・パパイア・マンゴーだね。,BENI,君たちキウイ・パパイア・マンゴーだね。,http://p2.music.126.net/b8Y_vgjgtLHxAB6ysheYqA==/109951167895269534.jpg,3:10,985 kbps,75,,是,2022-09-21
愛が止まらない,Wink,青春歌年鑑 80年代総集編,http://p2.music.126.net/NP8eWsbdxl-bZwo2C4WHig==/5746047766839383.jpg,3:31,1041 kbps,80,,否,2004-11-03
CRESCENT AVENTURE,角松敏生,WEEKEND FLY TO THE SUN,http://p1.music.126.net/bgXVGbsUh6UiJedwuWecWA==/109951167079731400.jpg,6:22,745 kbps,85,,否,1982-05-04
Careless Whisper,George Michael,Ladies And Gentlemen... The Best Of George Michael,http://p1.music.126.net/bWN4_SR7SVv2Mxk-3JorXQ==/109951165966096010.jpg,5:00,1654 kbps,100,https://music.163.com/mv?id=525570,是,2011-04-04
Sky Surfer,オメガトライブ / カルロス・トシキ,"Down Town Mystery (""Night Time"" Version)",http://p2.music.126.net/hKk9yzd4J9D_oKCHlql5XA==/109951163438614716.jpg,4:06,1003 kbps,80,,否,1988-04-06
悲しい気持ち (Just A Man In Love),桑田佳祐,Keisuke Kuwata,http://p2.music.126.net/Sqv_AnyuyUsTgg1DKnIX_g==/613527488321772.jpg,3:56,1722 kbps,65,,否,2001-06-25
サンセット・ロード,高橋玲子,"TOKYO 1980s Victor Edition (The Compilation) Boogie, Funk & Modern Soul from Japan",http://p1.music.126.net/IaXk4Svn9Un-_vYxNRF2gQ==/109951167360510737.jpg,4:18,986 kbps,75,,是,2018-12-05
Hidari Mune No Seiza,林哲司,"Pacific Breeze 2: Japanese City Pop, AOR and Boogie 1972–1986",http://p1.music.126.net/eZX6pslbvqgCM-dnyMrEZA==/109951165347538181.jpg,4:00,1664 kbps,80,,否,未知日期
今夜月の見える丘に,B'z,今夜月の見える丘に,http://p2.music.126.net/cr65fQk_eCfy4mhox61Q2g==/109951169566741946.jpg,4:08,1032 kbps,65,,是,2000-02-09
Flyday Chinatown,泰葉,Flyday Chinatown,http://p1.music.126.net/l1g3PPX46moCYyWA1C4HJg==/109951168059844140.jpg,3:25,1611 kbps,90,,是,2022-08-22
PIECE OF MY WISH,今井美樹,PIECE OF MY WISH,http://p1.music.126.net/1MX0hB1IU9AB1K2lfZE7YQ==/2312272953231463.jpg,5:40,830 kbps,85,,否,1991-11-07
悲しみがとまらない　I CAN'T STOP THE LONELINESS,杏里,Timely!!,http://p1.music.126.net/9N2pwvhlXaCdg4HyxIHUJw==/109951164975140519.jpg,4:23,2609 kbps,90,,是,1983-12-05
私達を信じていて,CINDY,ANGEL TOUCH,http://p2.music.126.net/Fy-z8UjVd-DHCy6E1yEKMQ==/109951166200480172.jpg,5:52,1707 kbps,90,,是,2017-11-22
Bye Bye Mrs. December,濱田金吾,Feel the Night,http://p1.music.126.net/DPQu0jI027JlmK1q0J9gag==/109951165049994868.jpg,5:21,1601 kbps,80,,是,2015-08-05
Morning Selection (2019 Remaster),Honey & B-Boys,Back to Frisco (2019 Remaster) [+10],http://p1.music.126.net/BNITrMs92J96Ce3kGPNvsA==/109951166042556811.jpg,3:35,975 kbps,50,,是,2019-07-14
スローモーション -JAZZ-,中森明菜,スローモーション -JAZZ-,http://p1.music.126.net/YQhwScvgKa0pO1s14MlTPw==/109951169774857229.jpg,4:40,882 kbps,60,,是,2024-07-15
"ただ泣くだけ~Oh god, I'm alone~",菊地成孔,「機動戦士ガンダム サンダーボルト」オリジナル・サウンドトラック,http://p1.music.126.net/LyXbhtnmF6IU-sXZfjZ-ZQ==/109951165397660871.jpg,3:20,1563 kbps,65,,是,2016-06-15
你的眼神,蔡琴,民歌蔡琴,http://p1.music.126.net/4pltwvzYfOy1PSWM6X5_hQ==/109951167871247765.jpg,4:11,859 kbps,100,,是,1996-01-05
Don't Look Back In Anger,Oasis,Don't Look Back In Anger,http://p1.music.126.net/Y5o-MwUjC38KSJDYcZNz5w==/109951169232237434.jpg,4:47,993 kbps,100,https://music.163.com/mv?id=5328,是,1996-02-19
灰色轨迹,Beyond,Beyond 25th Anniversary,http://p1.music.126.net/zZtUDuWk6qIe3ezMt4UMjg==/109951165796417308.jpg,5:24,1003 kbps,100,https://music.163.com/mv?id=5393437,是,2008-03-11
Elizabeth Knows,Johnny Martian,Elizabeth Knows,http://p1.music.126.net/5DcnQSg_B4a6KtIZcZ6b_g==/109951165484577421.jpg,5:31,1423 kbps,95,,是,2020-11-27
我记得你眼里的依恋,孙建平 & Sweet Style,音乐磁场10,http://p2.music.126.net/_-S13MAaLqPLNMVQE8kH8w==/821335185949041.jpg,4:26,798 kbps,100,,是,1994-09-01
总有一天等到你,张学友,我与你,http://p1.music.126.net/8DIV1cNP0cxmVQ7Dc3wzJw==/109951169426787454.jpg,3:58,913 kbps,90,,是,1993-01-01
Sidewalks,The Weeknd / Kendrick Lamar,Starboy (Deluxe),http://p1.music.126.net/p3oFqzY76zKaDMDIyRw6Ww==/109951168468700019.jpg,3:51,902 kbps,95,,是,2023-03-14
Out of Melodies,Delorians,Out of Melodies,http://p2.music.126.net/alrVzeeuhpcK0sZz6sd9Tg==/109951168534182354.jpg,4:13,1524 kbps,100,,是,2023-04-10
Take Time,Samm Henshaw / Tobe Nwigwe,Untidy Soul,http://p2.music.126.net/Hx3HcN62_g3f_AMqQNA-5A==/109951166956308953.jpg,3:43,859 kbps,100,,是,2022-01-28
